Index,imdb_score,genres
3194,7.1,"Drama,  Romance"
3195,5.6,"Action,  Drama,  Thriller"
3196,7.3,"Drama,  Romance,  Sport"
3197,3.3,Comedy
3198,6.5,"Comedy,  Drama,  Music"
3199,4.8,"Horror,  Mystery,  Thriller"
3200,5.2,"Adventure,  Mystery,  Thriller"
3201,6.3,"Comedy,  Drama"
3202,7.2,"Drama,  Romance"
3203,6.8,"Drama,  Mystery,  Thriller"
3204,5.7,"Comedy,  Crime,  Romance"
3205,7.2,"Drama,  Romance"
3206,6.9,"Biography,  Crime,  Drama"
3209,6.2,"Comedy,  Crime,  Thriller"
3210,6.7,"Crime,  Drama,  Romance,  Thriller"
3211,6.5,"Comedy,  Drama"
3212,7.2,"Crime,  Drama,  Thriller"
3213,5.3,Comedy
3214,6.7,"Drama,  Romance"
3216,3.6,"Comedy,  Romance"
3217,5.7,"Action,  Comedy,  Thriller"
3218,7.3,"Action,  Comedy,  Sport"
3219,5.0,Drama
3221,6.6,"Biography,  Drama"
3224,7.3,"Comedy,  Drama"
3225,6.2,"Action,  Comedy,  Drama"
3227,6.6,"Comedy,  Horror,  Thriller"
3228,6.3,"Drama,  Thriller"
3230,3.3,"Comedy,  Crime"
3234,3.5,Comedy
3235,5.5,"Comedy,  Drama"
3236,5.9,"Comedy,  Romance"
3237,4.7,"Comedy,  Drama"
3241,3.9,"Comedy,  Romance"
3242,6.1,"Crime,  Mystery,  Thriller"
3244,6.7,"Comedy,  Drama"
3255,7.3,"Action,  Adventure,  Comedy,  Western"
3259,6.7,"Drama,  Romance"
3260,6.1,Comedy
3262,6.9,"Action,  Adventure,  Thriller"
3264,7.9,"Drama,  Romance"
3265,4.5,"Horror,  Thriller"
3267,7.6,"Action,  Adventure,  Comedy,  Crime"
3271,7.5,"Drama,  War"
3274,7.1,"Drama,  Sci-Fi"
3276,6.9,"Drama,  Romance"
3277,8.5,"Horror,  Sci-Fi"
3278,7.5,"Horror,  Thriller"
3279,6.6,"Biography,  Drama,  Music"
3280,8.0,"Drama,  Family,  Musical,  Romance"
3281,7.0,"Action,  Adventure,  Thriller"
3284,6.8,"Action,  Crime,  Drama,  Romance,  Thriller"
3285,6.7,"Comedy,  Drama"
3286,6.5,"Fantasy,  Horror"
3287,8.0,"Documentary,  Drama"
3288,6.5,"Action,  Horror,  Sci-Fi,  Thriller"
3289,4.9,"Comedy,  Drama,  Romance"
3290,7.1,"Adventure,  Comedy"
3291,7.0,"Drama,  Thriller"
3292,7.0,"Crime,  Drama,  Thriller"
3294,4.5,Horror
3296,7.7,"Action,  Biography,  Drama,  History,  Romance,  War"
3299,6.7,"Action,  Crime,  Drama,  Thriller"
3300,7.0,"Comedy,  Drama"
3301,6.5,Comedy
3305,6.2,"Biography,  Drama,  Sport"
3306,5.7,"Comedy,  Drama,  Romance"
3307,6.4,"Comedy,  Music"
3310,5.4,"Documentary,  Music"
3311,6.6,"Action,  Adventure,  Drama,  History,  War"
3312,6.1,Horror
3314,7.6,Drama
3315,6.2,Drama
3316,6.6,"Drama,  Family"
3318,7.3,"Drama,  History,  Thriller,  War"
3319,4.2,"Comedy,  Music,  Romance"
3323,6.5,"Adventure,  Comedy"
3328,6.5,"Crime,  Mystery,  Thriller"
3330,5.7,"Action,  Crime,  Thriller"
3332,7.3,"Drama,  Music,  Romance"
3333,6.9,"Drama,  Music,  Romance"
3334,5.0,Comedy
3337,7.3,"Comedy,  Drama"
3339,6.5,Comedy
3340,2.1,"Drama,  Music,  Romance"
3343,7.0,"Biography,  Drama,  Romance"
3344,8.0,"Adventure,  Drama,  Thriller"
3345,6.5,"Drama,  Music,  Romance"
3347,7.1,"Adventure,  Drama,  Thriller"
3351,7.2,"Action,  Drama,  Family,  Sport"
3353,6.7,"Horror,  Musical,  Sci-Fi"
3355,8.9,"Crime,  Drama"
3357,7.9,"Crime,  Drama,  Thriller"
3358,5.6,"Comedy,  Horror,  Thriller"
3359,8.0,"Biography,  Drama,  Family,  Musical,  Romance"
3360,6.2,"Comedy,  Fantasy,  Romance"
3361,7.9,"Comedy,  Drama"
3362,8.1,"Adventure,  Drama"
3363,7.6,"Drama,  Horror,  Sci-Fi,  Thriller"
3364,3.5,"Drama,  Music"
3365,7.6,"Biography,  Crime,  Drama"
3366,6.5,"Comedy,  Drama,  Music,  Romance"
3367,5.6,"Comedy,  Crime,  Drama,  Romance,  Thriller"
3368,7.7,"Comedy,  Drama,  Romance"
3369,5.2,"Horror,  Mystery,  Thriller"
3371,6.1,"Comedy,  Romance"
3374,7.4,"Comedy,  Drama,  Romance"
3375,6.8,"Action,  Adventure,  Thriller"
3377,6.4,"Fantasy,  Horror,  Mystery,  Thriller"
3378,5.7,"Comedy,  Drama,  Romance"
3380,6.7,"Comedy,  Crime"
3381,5.6,"Comedy,  Romance"
3382,7.0,"Drama,  Thriller"
3383,7.6,"Crime,  Drama"
3384,6.5,"Drama,  Romance"
3386,6.3,"Action,  Crime,  Thriller"
3388,7.1,"Comedy,  Drama,  Romance"
3389,7.1,"Comedy,  Romance"
3391,6.9,"Drama,  Horror"
3392,5.4,"Comedy,  Drama"
3394,5.1,Comedy
3395,5.3,"Comedy,  Fantasy,  Romance"
3398,7.3,"Animation,  Comedy,  Drama,  Romance"
3399,7.3,"Comedy,  Drama"
3400,7.1,"Comedy,  Crime,  Musical,  Romance"
3401,6.0,"Action,  Comedy,  Crime,  Thriller"
3402,6.6,"Comedy,  Crime"
3403,7.2,"Comedy,  Drama,  Romance"
3404,7.2,"Biography,  Comedy,  Drama,  History"
3405,6.9,"Biography,  Drama"
3406,6.8,"Biography,  Drama,  Romance,  Sport"
3408,7.7,"Adventure,  Animation,  Family,  Fantasy"
3409,7.4,"Drama,  Music"
3410,6.5,"Drama,  Romance,  Thriller"
3411,6.4,"Crime,  Drama"
3413,5.6,"Comedy,  Crime,  Musical,  Mystery"
3415,6.8,"Comedy,  Drama,  Horror,  Sci-Fi"
3416,5.5,"Comedy,  Drama,  Romance"
3417,6.9,"Action,  Comedy,  Crime"
3418,6.0,"Crime,  Horror,  Thriller"
3420,6.4,"Crime,  Drama,  Thriller"
3421,6.6,"Comedy,  Crime,  Drama,  Romance"
3423,8.1,"Action,  Animation,  Sci-Fi"
3428,6.9,"Comedy,  Drama,  Romance"
3432,6.5,"Action,  Sci-Fi,  Sport"
3434,7.4,"Comedy,  Drama,  Family"
3435,6.9,"Comedy,  Drama"
3436,6.7,"Action,  Comedy"
3438,7.6,"Comedy,  Drama"
3439,5.4,Horror
3440,7.3,Drama
3442,6.0,"Comedy,  Drama,  Romance"
3443,7.2,"Crime,  Drama,  Mystery,  Thriller"
3444,6.0,"Comedy,  Drama,  Romance,  Sport"
3445,3.1,"Comedy,  Crime"
3447,6.2,"Comedy,  Crime,  Romance"
3450,6.3,"Drama,  Romance,  Sci-Fi,  Thriller"
3452,7.9,"Crime,  Drama,  Thriller"
3453,6.7,Drama
3456,8.0,"Animation,  Biography,  Drama,  War"
3459,7.0,"Horror,  Thriller"
3460,7.2,"Action,  Crime,  Drama,  Thriller"
3461,6.2,"Action,  Adventure,  Romance"
3462,3.5,"Action,  Adventure,  Fantasy,  Sci-Fi,  Thriller"
3463,7.5,"Comedy,  Drama,  Romance"
3465,6.7,"Action,  Adventure,  Thriller"
3466,9.2,"Crime,  Drama"
3467,6.1,"Drama,  Music,  Romance"
3468,7.7,"Comedy,  Drama,  Romance"
3469,7.6,"Drama,  Music,  Romance"
3470,6.1,"Comedy,  Drama"
3471,4.9,"Horror,  Mystery,  Thriller"
3472,6.8,"Action,  Adventure,  Thriller"
3473,7.0,"Drama,  Family,  Sport"
3475,5.7,"Comedy,  Drama"
3476,7.3,"Drama,  Romance"
3477,7.5,"Biography,  Drama,  History"
3478,7.4,"Biography,  Crime,  Drama"
3479,7.2,"Action,  Crime,  Thriller"
3480,6.5,"Drama,  Romance,  Western"
3482,6.8,"Action,  Adventure,  Sci-Fi"
3483,6.8,"Action,  Adventure,  Thriller"
3484,5.2,"Action,  Comedy,  Crime,  Thriller"
3485,7.2,"Adventure,  Horror,  Thriller"
3487,4.0,"Horror,  Mystery"
3488,6.8,Comedy
3489,6.9,"Crime,  Horror"
3491,7.3,"Comedy,  Crime,  Drama"
3492,6.1,"Crime,  Drama,  Thriller"
3493,7.8,"Action,  Adventure,  Thriller"
3494,6.0,Horror
3496,7.0,"Comedy,  Drama"
3497,7.1,"Drama,  Mystery"
3498,6.2,"Action,  Fantasy,  Horror,  Thriller"
3500,7.6,"Drama,  Romance"
3501,7.6,Drama
3502,6.4,"Comedy,  Drama,  Romance"
3503,6.2,"Comedy,  Drama,  Musical,  Romance"
3504,7.5,"Adventure,  Biography,  Drama,  History"
3505,2.0,"Comedy,  Sport"
3506,6.2,"Action,  Crime,  Horror,  Sci-Fi,  Thriller"
3508,6.5,"Adventure,  Biography,  Drama"
3511,6.8,"Drama,  Sport"
3512,6.3,"Comedy,  Drama,  Romance"
3513,6.3,"Drama,  Family"
3514,6.6,"Biography,  Crime,  Drama"
3515,6.4,"Biography,  Drama"
3516,7.5,"Drama,  Thriller"
3518,6.5,"Drama,  Sport"
3520,7.2,"Drama,  Romance"
3521,6.3,"Adventure,  Drama,  Romance,  War"
3522,7.0,"Comedy,  Fantasy,  Sci-Fi"
3523,6.3,"Comedy,  Drama"
3525,2.3,Comedy
3526,7.1,Drama
3529,6.7,"Drama,  Romance"
3530,6.5,"Biography,  Drama,  Romance"
3531,5.9,Comedy
3533,6.0,"Comedy,  Crime,  Thriller"
3534,6.9,Drama
3540,7.3,Western
3542,7.7,Comedy
3547,7.0,"Comedy,  Drama"
3548,6.4,"Crime,  Thriller"
3549,5.6,"Drama,  Horror,  Thriller"
3550,8.2,"Drama,  Mystery,  War"
3551,6.5,"Comedy,  Drama,  Romance"
3553,8.1,"Action,  Crime,  Drama,  Thriller"
3554,5.4,"Horror,  Mystery"
3555,6.3,"Comedy,  Drama,  Musical"
3556,7.8,"Crime,  Drama"
3557,6.8,"Biography,  Drama,  Music"
3559,7.1,"Mystery,  Romance,  Thriller"
3560,6.2,"Adventure,  Comedy,  Drama,  Family"
3561,7.3,"Comedy,  Crime"
3562,5.9,"Comedy,  Drama,  Romance"
3564,3.6,"Horror,  Sci-Fi,  Thriller"
3565,7.7,"Biography,  Drama"
3566,7.3,Drama
3567,7.4,"Crime,  Drama,  Thriller"
3568,6.6,"Drama,  Western"
3569,6.9,"Drama,  Thriller"
3570,6.8,"Drama,  Romance"
3572,7.2,"Drama,  Romance,  War"
3574,7.7,"Biography,  Drama,  Music"
3575,8.1,"Action,  Sci-Fi"
3576,7.7,"Drama,  Romance"
3577,7.6,"Biography,  Drama,  Sport"
3580,7.2,"Comedy,  Romance"
3581,7.2,"Musical,  Romance"
3582,8.1,"Drama,  War"
3583,7.5,"Documentary,  Drama,  War"
3584,8.1,"Biography,  Crime,  Drama,  Western"
3585,7.8,"Comedy,  Family,  Fantasy,  Musical"
3586,7.8,Drama
3587,5.8,"Action,  Adventure,  Comedy"
3588,7.6,"Crime,  Drama,  Musical,  Romance,  Thriller"
3589,7.4,"Comedy,  Sport"
3590,6.3,"Comedy,  Drama"
3591,6.9,"Comedy,  Drama,  Romance"
3592,8.6,"Crime,  Drama,  Mystery,  Thriller"
3593,5.1,"Fantasy,  Horror,  Romance,  Thriller"
3594,6.4,"Comedy,  Romance"
3595,7.9,"Drama,  Sport"
3596,6.9,"Drama,  Romance,  Western"
3597,7.5,Comedy
3598,7.2,"Action,  Sci-Fi"
3599,5.8,"Comedy,  Drama,  Musical"
3600,2.9,"Comedy,  Family"
3603,6.2,"Comedy,  Drama,  Romance"
3605,6.8,"Comedy,  Drama,  Fantasy,  Romance"
3606,6.1,"Comedy,  Horror,  Thriller"
3607,7.7,"Biography,  Drama,  History,  Thriller"
3608,5.2,"Horror,  Thriller"
3609,6.8,"Comedy,  Crime,  Drama"
3611,7.0,"Biography,  Drama"
3612,5.9,"Comedy,  Drama,  Romance"
3613,7.1,"Drama,  Mystery,  Romance,  Thriller"
3614,5.5,"Comedy,  Western"
3615,7.4,"Comedy,  Drama"
3616,7.3,"Comedy,  Crime,  Thriller"
3617,4.6,Comedy
3618,7.2,"Drama,  Romance"
3620,5.1,"Comedy,  Romance"
3621,6.7,"Comedy,  Drama"
3622,5.3,"Comedy,  Drama,  Fantasy,  Romance"
3624,7.8,"Comedy,  Drama,  Music,  Musical"
3625,6.7,"Action,  Drama"
3627,7.2,"Drama,  History"
3628,5.8,"Comedy,  Crime,  Drama,  Thriller"
3631,7.0,"Comedy,  Drama,  Romance"
3634,3.8,"Action,  Adventure,  Fantasy,  Sci-Fi"
3635,5.7,"Biography,  Drama,  Sport"
3637,6.7,"Drama,  Romance"
3639,6.2,"Drama,  Romance"
3640,6.2,"Comedy,  Crime,  Romance"
3642,4.7,Comedy
3647,6.3,"Crime,  Drama,  Thriller"
3652,7.3,"Comedy,  Drama"
3654,6.1,"Crime,  Mystery,  Thriller"
3655,7.1,"Drama,  History,  War"
3659,7.1,"Action,  Crime,  Drama,  Thriller"
3662,6.7,"Comedy,  Drama,  Romance,  Sport"
3663,6.9,"Drama,  Romance"
3664,2.1,"Action,  Sport"
3666,6.6,Horror
3668,8.3,"Comedy,  Crime,  Drama"
3669,7.2,"Biography,  Drama,  Sport"
3670,5.6,"Comedy,  Drama,  Romance"
3671,7.7,"Biography,  Drama,  Music,  Romance"
3672,6.6,"Comedy,  Drama,  Romance"
3674,7.4,"Comedy,  Drama"
3675,7.1,"Biography,  Drama,  Romance"
3677,7.9,"Drama,  Music"
3678,6.7,"Comedy,  Drama"
3679,6.6,"Crime,  Drama,  Mystery,  Thriller"
3680,7.9,Drama
3681,4.9,"Comedy,  Crime,  Drama,  Romance,  Thriller"
3682,7.2,"Comedy,  Drama"
3684,6.1,"Comedy,  Drama"
3687,5.3,"Action,  Comedy,  Drama,  Thriller"
3688,5.0,"Comedy,  Romance"
3690,7.6,"Crime,  Drama,  Thriller"
3692,7.6,"Comedy,  Drama,  Sport"
3696,6.6,"Fantasy,  Horror,  Thriller"
3697,6.6,"Horror,  Mystery"
3698,7.3,"Drama,  Horror,  Mystery,  Sci-Fi,  Thriller"
3699,6.6,"Comedy,  Documentary"
3700,6.9,Horror
3701,5.8,Horror
3702,4.4,"Fantasy,  Horror"
3703,6.6,"Action,  Fantasy,  Horror,  Thriller"
3704,7.1,"Mystery,  Thriller"
3705,7.6,"Comedy,  Drama"
3706,4.6,Horror
3707,6.8,"Drama,  History"
3709,4.9,"Comedy,  Fantasy,  Horror,  Thriller"
3710,7.3,"Biography,  Crime,  Drama,  Thriller"
3712,5.0,"Fantasy,  Horror,  Thriller"
3714,8.0,"Biography,  Drama"
3715,5.2,"Horror,  Sci-Fi,  Thriller"
3716,8.5,"Mystery,  Thriller"
3717,6.5,"Horror,  Mystery"
3718,7.4,Comedy
3719,7.7,"Drama,  Music"
3720,7.4,"Comedy,  Drama"
3721,5.1,"Comedy,  Drama,  Music,  Romance"
3723,5.0,"Animation,  Comedy,  Family"
3724,7.2,Drama
3726,6.4,"Comedy,  Drama"
3728,5.6,"Comedy,  Drama"
3729,6.2,"Drama,  Romance,  Thriller"
3730,6.1,"Horror,  Mystery,  Thriller"
3731,5.2,"Drama,  Thriller"
3732,7.3,Drama
3733,7.5,Drama
3736,4.5,"Adventure,  Horror"
3737,6.6,"Comedy,  Family,  Romance"
3738,5.3,"Crime,  Drama"
3739,4.9,"Horror,  Thriller"
3740,7.7,"Adventure,  Comedy,  Drama,  Romance"
3741,8.0,"Comedy,  Horror"
3742,3.8,"Drama,  Horror,  Thriller"
3743,7.6,"Drama,  Mystery"
3744,5.9,"Horror,  Thriller"
3745,6.2,"Horror,  Mystery"
3746,7.2,"Comedy,  Drama"
3747,6.3,"Action,  Crime,  Drama,  Thriller,  Western"
3748,5.2,"Horror,  Mystery,  Sci-Fi,  Thriller"
3749,6.9,"Comedy,  Drama"
3750,6.8,"Action,  Thriller"
3754,6.1,"Drama,  Romance"
3757,5.9,"Action,  Adventure,  Animation,  Family,  Sci-Fi"
3758,6.9,"Comedy,  Drama"
3759,7.7,"Comedy,  Crime,  Drama,  Mystery,  Romance"
3761,5.3,"Horror,  Thriller"
3763,7.0,"Comedy,  Drama"
3765,6.6,"Comedy,  Drama"
3767,6.4,"Comedy,  Crime,  Drama,  Thriller"
3768,7.9,"Drama,  Mystery,  Sci-Fi"
3771,7.7,Drama
3772,7.2,Drama
3773,6.8,"Comedy,  Drama"
3775,7.4,"Biography,  Crime,  Drama,  Romance,  Thriller"
3776,4.6,Drama
3777,6.4,"Comedy,  Drama"
3778,7.0,"Comedy,  Crime,  Drama,  Mystery,  Thriller"
3779,7.7,"Drama,  Thriller"
3780,6.8,"Crime,  Drama"
3781,7.0,"Biography,  Crime,  Drama,  Mystery,  Thriller"
3782,7.0,Drama
3783,6.3,"Biography,  Crime,  Drama,  Thriller"
3784,7.1,"Crime,  Horror,  Music,  Thriller"
3787,7.1,"Comedy,  Crime,  Drama"
3788,6.1,"Crime,  Drama,  Thriller"
3793,7.3,"Drama,  Romance"
3795,6.2,Drama
3798,6.2,"Crime,  Thriller,  War"
3799,3.3,"Mystery,  Romance,  Thriller"
3819,7.4,"Comedy,  Drama,  Romance,  War"
3821,8.0,Drama
3823,5.9,Horror
3824,6.8,"Comedy,  Drama"
3825,7.4,"Drama,  Thriller"
3826,6.7,"Fantasy,  Horror,  Mystery,  Thriller"
3829,5.5,"Comedy,  Horror"
3831,5.7,"Crime,  Drama"
3837,7.2,"Comedy,  Drama,  Romance"
3839,5.9,Drama
3841,6.7,Comedy
3843,7.1,"Comedy,  Drama,  Romance"
3846,7.7,Drama
3848,7.4,"Crime,  Drama,  Romance,  Thriller"
3849,8.4,Drama
3851,7.2,"Drama,  Musical"
3854,8.1,"Drama,  Sci-Fi,  Thriller"
3856,7.8,"Crime,  Drama,  Mystery"
3857,6.8,"Comedy,  Crime,  Drama"
3859,7.7,"Crime,  Drama"
3861,6.5,"Comedy,  Drama,  Sport"
3862,7.3,"Action,  Crime,  Thriller"
3865,5.9,"Drama,  Horror,  Mystery,  Thriller"
3867,8.7,Drama
3873,6.1,"Action,  Crime,  Drama"
3876,7.6,"Drama,  Family"
3879,5.8,"Adventure,  Family,  Fantasy"
3883,6.5,"Fantasy,  Thriller"
3884,7.3,"Crime,  Drama,  Romance,  Thriller"
3885,6.2,Comedy
3886,5.0,Horror
3888,7.8,Drama
3889,8.1,"Comedy,  Romance"
3890,6.7,"Drama,  Family,  Romance"
3891,6.1,"Action,  Adventure,  Drama"
3892,7.1,"Drama,  Romance"
3893,5.6,"Drama,  Horror"
3894,7.6,"Drama,  Romance"
3898,4.6,"Mystery,  Thriller"
3901,7.1,"Comedy,  Drama"
3902,7.3,"Horror,  Sci-Fi,  Thriller"
3905,4.0,"Drama,  Horror,  Thriller"
3906,8.0,Drama
3907,6.7,"Comedy,  Crime,  Mystery"
3908,5.7,"Action,  Adventure,  Sci-Fi,  Thriller"
3909,4.6,Comedy
3910,4.0,Comedy
3911,7.0,"Crime,  Drama,  Fantasy,  Romance"
3913,5.9,"Crime,  Mystery,  Thriller"
3915,4.8,"Horror,  Mystery,  Thriller"
3916,7.5,"Drama,  Mystery,  Thriller"
3917,4.7,"Comedy,  Fantasy"
3918,6.7,"Comedy,  Drama,  Romance"
3921,6.7,"Comedy,  Fantasy"
3922,7.1,"Comedy,  Drama,  Romance"
3923,2.7,Documentary
3924,7.3,Drama
3925,7.6,Comedy
3926,5.8,Comedy
3927,6.5,"Comedy,  Crime,  Romance,  Thriller"
3928,6.6,"Comedy,  Drama"
3930,6.9,"Adventure,  Fantasy"
3931,8.5,"Documentary,  Music"
3932,4.8,"Adventure,  Fantasy"
3935,7.0,"Drama,  Thriller"
3936,5.4,Drama
3938,6.9,Drama
3939,6.6,"Comedy,  Crime,  Romance"
3940,5.9,"Crime,  Drama,  Horror,  Thriller"
3941,6.3,"Comedy,  Horror,  Mystery"
3942,6.3,Comedy
3944,7.0,"Crime,  Drama,  Thriller"
3945,6.3,Comedy
3947,6.2,"Drama,  Romance"
3949,7.7,"Comedy,  Drama"
3950,6.5,"Drama,  Horror,  Sci-Fi"
3952,5.8,"Biography,  Drama"
3953,6.1,Drama
3970,8.2,"Drama,  History,  Romance,  War"
3971,6.0,"Biography,  Drama"
3972,6.8,"Adventure,  War,  Western"
3974,7.0,"Biography,  Comedy,  Musical,  Romance,  Western"
3977,6.8,"Comedy,  Crime,  Drama"
3978,7.1,"Adventure,  Comedy,  Musical,  Romance"
3979,6.9,Drama
3980,6.9,"Comedy,  Drama"
3981,6.9,"Action,  Mystery,  Thriller"
3984,7.2,"Comedy,  Drama,  Music"
3985,7.8,Comedy
3987,7.3,"Comedy,  Drama"
3988,7.5,"Crime,  Drama,  Thriller"
3990,6.0,"Comedy,  Fantasy,  Horror,  Thriller"
3996,6.8,"Horror,  Mystery"
3997,3.9,Comedy
3998,6.1,"Comedy,  Drama,  Romance"
3999,7.5,"Biography,  Drama"
4000,8.2,"Drama,  Mystery,  Thriller"
4003,7.8,"Comedy,  Fantasy,  Horror,  Thriller"
4004,5.2,"Action,  Adventure,  Comedy,  Musical"
4006,6.8,"Drama,  History"
4007,7.0,"Comedy,  Drama,  Fantasy,  Horror"
4008,6.5,"Comedy,  Romance"
4009,5.7,"Action,  Comedy,  Sci-Fi"
4010,6.4,"Comedy,  Drama"
4011,5.3,"Action,  Comedy,  Romance"
4024,7.6,Documentary
4025,7.1,"Biography,  Drama,  Thriller"
4027,6.5,"Comedy,  Drama"
4028,8.5,"Drama,  Music"
4029,8.7,"Crime,  Drama"
4030,7.1,"Comedy,  Music"
4033,8.3,Drama
4035,7.4,"Drama,  Romance"
4043,7.5,"Crime,  Drama"
4044,7.2,"Comedy,  Drama,  Romance"
4046,7.6,Comedy
4047,7.8,"Action,  Adventure,  Thriller"
4050,8.2,Drama
4051,6.6,"Comedy,  Documentary"
4052,5.7,Horror
4053,7.4,Comedy
4054,8.0,"Crime,  Documentary,  Drama"
4056,5.4,"Fantasy,  Horror"
4057,7.4,"Drama,  Romance"
4058,5.7,"Horror,  Sci-Fi,  Thriller"
4059,6.8,"Horror,  Mystery"
4060,5.4,"Biography,  Comedy,  Documentary"
4063,5.1,"Comedy,  Drama,  Family,  Sport"
4065,5.9,"Horror,  Thriller"
4066,8.2,"Adventure,  Drama,  War"
4067,5.3,"Adventure,  Comedy,  Sci-Fi"
4070,4.3,"Fantasy,  Horror,  Thriller"
4072,7.2,"Comedy,  Documentary,  Music"
4075,5.9,"Action,  Comedy,  Crime"
4081,3.0,Comedy
4082,7.9,"Drama,  Romance"
4083,3.2,"Comedy,  Fantasy"
4084,6.5,"Action,  Fantasy,  Horror,  Sci-Fi,  Thriller"
4086,7.0,"Comedy,  Drama"
4089,6.9,"Comedy,  Drama"
4090,4.4,"Comedy,  Romance"
4091,6.0,"Crime,  Drama,  History,  Romance"
4094,5.3,"Fantasy,  Horror"
4095,5.3,"Comedy,  Crime"
4097,7.1,Drama
4098,5.4,"Comedy,  Crime,  Thriller"
4099,6.9,"Biography,  Drama"
4101,7.3,"Crime,  Drama"
4103,6.6,"Comedy,  Documentary"
4104,5.4,"Comedy,  Drama,  Horror"
4105,8.4,"Drama,  Mystery,  Thriller"
4106,6.3,"Drama,  Family"
4107,6.1,"Action,  Comedy,  Thriller"
4114,5.3,"Comedy,  Romance"
4117,5.3,Comedy
4118,6.0,"Crime,  Drama,  Thriller"
4120,7.4,"Comedy,  Drama,  Romance,  Sport"
4122,4.1,"Horror,  Thriller"
4123,6.7,"Comedy,  Drama"
4124,5.8,"Drama,  Sci-Fi,  Thriller"
4128,6.5,"Adventure,  Family,  Fantasy"
4141,7.0,"Drama,  Family,  Fantasy,  Romance"
4144,8.0,Drama
4147,6.5,"Comedy,  Romance"
4151,6.8,Horror
4154,7.4,"Crime,  Drama,  Music"
4155,8.3,"Comedy,  Music,  Romance"
4156,5.3,Horror
4157,8.1,"Adventure,  Family,  Fantasy,  Musical"
4158,8.0,Comedy
4159,5.7,Horror
4161,7.1,Drama
4168,7.8,"Comedy,  Western"
4169,5.9,"Horror,  Thriller"
4171,7.8,"Drama,  Romance"
4173,5.3,"Drama,  Sci-Fi,  Thriller"
4175,7.2,"Horror,  Mystery,  Sci-Fi,  Thriller"
4180,5.1,"Comedy,  Fantasy"
4181,5.1,Documentary
4182,4.9,Horror
4183,6.9,"Comedy,  Drama,  Music"
4184,4.6,"Horror,  Mystery,  Sci-Fi"
4187,6.7,"Comedy,  Documentary"
4188,7.1,Drama
4189,7.6,"Comedy,  Drama,  Romance"
4190,8.1,"Drama,  Romance"
4192,7.0,Drama
4195,7.1,"Comedy,  Crime,  Drama,  Sci-Fi"
4196,7.6,"Drama,  Romance"
4197,7.1,"Comedy,  Drama,  Romance"
4199,7.7,"Comedy,  Documentary,  War"
4200,7.6,Documentary
4202,6.7,"Comedy,  Sport"
4203,5.7,"Comedy,  Drama,  Family"
4204,7.1,Documentary
4205,6.2,"Comedy,  Drama,  Romance"
4206,6.1,"Horror,  Thriller"
4207,5.9,"Drama,  Romance,  Sci-Fi,  Thriller"
4208,6.8,"Comedy,  Crime,  Drama"
4212,6.8,"Drama,  History"
4213,5.1,"Drama,  Horror,  Mystery,  Thriller"
4216,7.7,"Crime,  Drama"
4219,3.9,"Drama,  Musical"
4228,5.7,"Horror,  Thriller"
4229,4.7,"Horror,  Mystery,  Thriller"
4230,5.9,Drama
4238,8.1,"Drama,  Romance,  War"
4240,7.6,"Comedy,  Drama"
4247,7.5,"Action,  Adventure,  Thriller"
4248,5.1,"Action,  Comedy,  Horror,  Sci-Fi"
4251,6.9,"Horror,  Mystery"
4254,7.6,"Action,  Adventure,  Sci-Fi,  Thriller"
4255,7.6,"Action,  Comedy"
4257,7.6,"Biography,  Crime,  Drama,  Romance"
4258,5.3,"Drama,  Horror,  Mystery,  Thriller"
4259,8.5,"Drama,  Thriller"
4260,7.0,Drama
4263,7.8,"Animation,  Comedy,  Drama"
4264,7.2,"Comedy,  Drama"
4266,8.0,"Drama,  Romance"
4267,8.1,"Drama,  Thriller"
4268,6.8,Drama
4270,7.2,Drama
4273,7.4,"Comedy,  Drama"
4275,6.1,"Drama,  Music,  Romance"
4277,7.0,"Action,  Crime,  Drama,  Thriller"
4278,5.3,"Crime,  Drama,  Thriller"
4279,4.7,"Comedy,  Romance"
4280,5.7,"Horror,  Mystery,  Thriller"
4282,7.8,Drama
4283,6.5,"Comedy,  Drama,  Romance"
4284,8.0,"Animation,  Biography,  Documentary,  Drama,  History,  War"
4285,3.3,Adventure
4287,6.9,"Drama,  Romance"
4289,8.1,"Documentary,  History"
4291,6.8,"Biography,  Documentary,  History"
4294,4.6,Comedy
4296,7.0,"Comedy,  Drama"
4298,6.7,"Action,  Adventure,  Comedy,  Drama,  Music,  Sci-Fi"
4301,5.8,"Comedy,  Drama"
4303,4.5,Drama
4311,6.6,"Drama,  Romance"
4312,6.6,Drama
4313,5.1,"Comedy,  Crime"
4318,7.8,"Action,  Crime,  Drama"
4328,7.7,"Crime,  Drama,  Film-Noir,  Mystery,  Thriller"
4333,5.7,"Comedy,  Fantasy,  Musical,  Sci-Fi"
4343,7.1,"Crime,  Drama"
4344,6.4,"Drama,  Fantasy"
4346,7.0,"Drama,  Mystery,  Thriller"
4349,5.8,Drama
4350,5.9,"Drama,  Fantasy,  Horror"
4352,7.5,Horror
4353,7.8,"Biography,  Crime,  Documentary,  History,  Thriller"
4355,7.2,Drama
4356,5.6,"Drama,  Horror,  Thriller"
4360,6.8,"Drama,  Romance"
4361,7.3,"Drama,  Fantasy"
4363,7.3,"Drama,  Music"
4375,7.8,"Crime,  Drama"
