Index,imdb_score,genres
1119,5.4,"Adventure,  Comedy,  Family,  Fantasy,  Sci-Fi"
1120,6.8,"Crime,  Drama,  Mystery,  Thriller"
1121,6.4,"Comedy,  Musical"
1122,7.1,"Action,  Sci-Fi"
1123,4.9,"Action,  Adventure,  Comedy,  Fantasy"
1124,5.8,"Drama,  Romance,  Western"
1125,7.1,"Biography,  Drama,  History"
1126,7.2,"Mystery,  Thriller"
1127,6.0,"Action,  Adventure,  Horror,  Sci-Fi"
1128,6.0,"Action,  Crime,  Drama,  Thriller,  War"
1129,7.0,"Drama,  Romance"
1130,5.4,"Action,  Crime,  Thriller"
1131,6.5,"Comedy,  Crime,  Thriller"
1132,6.4,"Drama,  Romance"
1134,4.9,"Action,  Thriller"
1135,6.3,"Action,  Adventure,  Comedy,  Crime"
1137,7.7,"Biography,  Drama,  History,  Thriller"
1138,7.8,"Action,  Adventure,  Crime,  Drama,  Mystery,  Thriller"
1139,5.5,"Action,  Comedy,  Romance"
1140,7.5,"Crime,  Drama,  Thriller"
1141,6.4,"Action,  Adventure,  Thriller,  War"
1142,5.6,"Drama,  Thriller"
1143,7.5,"Animation,  Family,  Fantasy,  Musical"
1144,6.8,"Adventure,  Drama,  Western"
1145,6.8,"Action,  Adventure,  Fantasy,  Sci-Fi,  Thriller"
1146,6.0,"Drama,  Horror,  Sci-Fi,  Thriller"
1147,7.3,Drama
1148,6.0,"Comedy,  Drama"
1149,7.0,"Action,  Crime,  Drama,  Thriller"
1150,5.1,"Comedy,  Romance"
1151,6.8,"Drama,  Mystery,  Thriller"
1152,6.5,"Drama,  Fantasy,  Romance"
1153,6.6,"Action,  Crime,  Thriller"
1154,7.2,"Action,  Comedy,  Crime"
1155,7.0,"Comedy,  Drama,  Romance"
1156,7.0,"Adventure,  Animation,  Comedy,  Drama,  Family"
1157,5.9,"Comedy,  Romance"
1158,5.4,"Comedy,  Drama,  Romance"
1159,6.6,"Action,  Comedy,  Crime"
1160,7.0,"Biography,  Drama,  History,  Romance"
1161,6.5,"Action,  Comedy,  Sport"
1162,6.3,"Crime,  Drama,  Mystery,  Thriller"
1163,6.5,"Comedy,  Drama,  Romance"
1164,6.5,"Drama,  Horror,  Mystery,  Thriller"
1165,5.8,Comedy
1166,6.6,"Action,  Adventure,  Thriller"
1167,5.4,"Fantasy,  Horror,  Mystery,  Thriller"
1168,6.1,"Action,  Crime,  Drama,  Thriller"
1169,4.0,"Adventure,  Comedy,  Family,  Fantasy,  Sci-Fi"
1170,7.6,"Crime,  Drama,  Thriller"
1171,7.9,"Action,  Adventure,  History"
1172,5.3,"Action,  Comedy,  Crime,  Romance,  Thriller"
1173,6.6,Comedy
1174,6.3,"Action,  Fantasy,  Western"
1176,7.2,"Action,  Comedy,  Crime"
1177,7.0,"Drama,  Music"
1179,6.9,"Action,  Adventure,  Romance"
1180,5.2,"Action,  Comedy,  Fantasy"
1181,8.1,"Drama,  Mystery,  Thriller"
1182,6.6,"Action,  Crime,  Thriller"
1183,6.2,Comedy
1184,7.2,"Action,  Drama,  Family,  Sport"
1185,7.3,"Crime,  Drama"
1186,6.7,"Comedy,  Drama,  Romance"
1187,6.4,"Crime,  Mystery,  Thriller"
1188,7.8,"Adventure,  Comedy,  Sci-Fi"
1189,6.4,"Action,  Sci-Fi,  Thriller"
1190,4.1,"Drama,  Romance"
1191,4.1,"Action,  Adventure,  Comedy,  Family,  Sci-Fi"
1192,7.4,"Crime,  Drama,  Thriller"
1193,5.8,"Comedy,  Family"
1194,7.6,"Action,  Biography,  Drama,  Thriller,  War"
1195,7.2,"Comedy,  Drama,  Sport"
1196,7.8,"Horror,  Mystery,  Thriller"
1197,7.7,"Biography,  Drama"
1198,6.4,"Comedy,  Drama,  Romance"
1199,5.1,Comedy
1200,5.5,"Horror,  Mystery"
1201,7.4,"Adventure,  Comedy,  Sci-Fi,  Western"
1202,6.0,"Comedy,  Crime"
1203,7.5,"Fantasy,  Horror,  Romance"
1204,7.0,"Biography,  Drama,  Romance"
1205,7.5,"Biography,  Drama,  Sport"
1206,7.3,"Crime,  Drama,  Thriller"
1207,5.7,Comedy
1208,7.3,"Adventure,  Drama,  Family"
1209,7.2,"Comedy,  Drama"
1210,5.9,"Action,  Comedy"
1211,7.8,"Action,  Adventure,  Drama,  Romance,  War"
1212,7.7,"Biography,  Drama,  Music"
1213,8.1,"Crime,  Thriller"
1214,6.6,"Crime,  Drama,  Mystery,  Thriller"
1215,7.1,"Comedy,  Romance"
1216,5.9,"Comedy,  Drama,  Fantasy,  Romance"
1217,8.0,"Drama,  History,  Thriller"
1218,4.6,"Comedy,  Crime"
1219,6.1,"Adventure,  Comedy,  Crime,  Romance"
1220,7.2,"Biography,  Drama,  Sport,  War"
1221,6.4,"Comedy,  Drama,  Family,  Fantasy,  Romance"
1222,6.0,"Comedy,  Romance"
1223,5.2,Horror
1224,7.6,"Drama,  History,  Thriller"
1225,6.4,"Action,  Drama,  Thriller,  War"
1227,6.1,"Comedy,  Drama,  Romance"
1228,6.1,"Action,  Adventure,  Comedy,  Family,  Sci-Fi"
1229,5.2,"Action,  Horror"
1230,7.7,"Action,  Adventure,  Drama,  Romance,  Thriller"
1231,7.3,"Crime,  Drama,  Thriller"
1232,6.9,"Action,  Mystery,  Thriller"
1233,8.5,"Drama,  Mystery,  Sci-Fi,  Thriller"
1234,6.3,"Comedy,  Crime"
1235,5.9,"Adventure,  Animation,  Comedy,  Family,  Sci-Fi"
1236,7.8,"Action,  Adventure,  Drama,  Thriller"
1237,6.7,"Action,  Adventure,  Thriller"
1238,6.4,"Action,  Adventure,  Sci-Fi,  Thriller"
1239,5.9,"Comedy,  Crime,  Romance"
1240,6.6,"Mystery,  Thriller"
1241,6.8,"Drama,  Fantasy,  Romance"
1242,6.5,"Horror,  Mystery,  Thriller"
1243,6.6,"Comedy,  Drama,  Family,  Fantasy"
1244,5.8,"Comedy,  Romance"
1245,6.9,"Biography,  Drama,  Music,  Musical"
1246,7.1,"Crime,  Drama,  Thriller"
1247,5.8,"Horror,  Mystery,  Thriller"
1248,7.2,"Drama,  History"
1249,6.0,"Adventure,  Drama,  Romance"
1250,4.7,"Action,  Horror,  Sci-Fi,  Thriller"
1251,5.2,"Comedy,  Family"
1252,5.5,"Drama,  Romance"
1254,7.0,"Adventure,  Comedy,  Sci-Fi"
1255,5.8,"Comedy,  Drama"
1256,6.2,"Horror,  Mystery"
1257,6.5,"Mystery,  Thriller"
1258,7.2,"Biography,  Drama,  Music,  Musical"
1259,5.1,Comedy
1260,4.7,"Comedy,  Drama"
1261,5.9,Horror
1262,5.8,"Comedy,  Crime,  Romance"
1263,7.2,Drama
1264,6.2,"Comedy,  Drama,  Romance,  Sport"
1266,5.7,"Comedy,  Drama"
1267,6.1,"Comedy,  Western"
1268,6.0,"Action,  Adventure,  Crime,  Fantasy,  Mystery,  Thriller"
1269,6.9,"Adventure,  Drama,  Mystery"
1270,6.5,"Comedy,  Drama,  Romance"
1271,5.0,"Biography,  Crime,  Drama,  Music"
1272,5.7,"Action,  Adventure,  Crime,  Thriller"
1273,7.0,"Drama,  Musical,  Romance"
1274,5.1,"Crime,  Drama,  Horror,  Thriller"
1275,5.3,Comedy
1276,4.4,"Horror,  Sci-Fi,  Thriller"
1277,4.7,"Action,  Adventure,  Romance"
1278,6.7,"Biography,  Drama,  History,  Romance"
1279,6.7,"Drama,  Romance"
1280,5.7,"Horror,  Thriller"
1281,7.4,"Crime,  Drama,  Romance,  Thriller"
1282,6.1,"Comedy,  Drama"
1283,6.4,"Action,  Crime,  Drama,  Thriller"
1284,6.2,"Adventure,  Animation,  Comedy,  Drama,  Family,  Fantasy,  Musical"
1285,6.2,"Crime,  Drama,  Mystery,  Thriller"
1286,5.9,"Drama,  Romance"
1287,4.0,"Action,  Comedy,  Crime"
1288,6.2,"Drama,  Thriller"
1289,4.6,Drama
1290,6.4,"Biography,  Drama,  History,  Romance"
1291,5.9,"Action,  Crime,  Thriller"
1292,5.1,"Action,  Crime,  Drama,  Thriller"
1293,7.6,"Drama,  Thriller"
1294,4.2,"Action,  Adventure,  Comedy,  Music,  Thriller"
1295,7.8,"Adventure,  Animation,  Comedy,  Crime,  Family"
1296,5.8,"Comedy,  Romance"
1297,5.9,"Comedy,  Romance,  Sci-Fi,  Thriller"
1298,8.4,"Comedy,  Romance"
1299,4.8,"Comedy,  Crime,  Family,  Romance"
1300,6.2,"Comedy,  Drama,  Romance"
1301,6.5,"Biography,  Drama,  Romance"
1302,6.3,Drama
1303,3.3,"Crime,  Horror,  Thriller"
1304,5.9,"Action,  Adventure,  Fantasy,  Thriller"
1305,6.0,"Drama,  Horror,  Sci-Fi,  Thriller"
1306,5.8,Comedy
1308,4.7,"Action,  Adventure,  Drama,  Thriller"
1309,4.1,"Action,  Sci-Fi"
1310,6.8,"Action,  Horror,  Mystery,  Sci-Fi,  Thriller"
1311,6.2,"Drama,  Mystery,  Sci-Fi,  Thriller"
1312,4.5,"Action,  Adventure,  Thriller"
1313,5.8,"Comedy,  Fantasy,  Sci-Fi"
1314,7.3,"Adventure,  Sci-Fi,  Thriller"
1315,5.9,"Comedy,  Drama"
1316,4.4,"Adventure,  Animation,  Comedy,  Fantasy,  Romance"
1317,5.8,"Action,  Crime,  Drama,  Mystery,  Thriller"
1318,5.1,"Action,  Adventure,  Family,  Thriller"
1319,6.9,"Drama,  Mystery,  Thriller"
1320,6.2,"Comedy,  Crime,  Drama,  Thriller"
1321,6.9,"Adventure,  Comedy,  Drama,  Romance,  Thriller,  War"
1322,7.3,"Comedy,  Fantasy"
1323,7.1,"Action,  Drama,  History,  Romance,  War"
1324,6.0,"Drama,  History,  War"
1325,7.0,"Action,  Drama,  Sci-Fi,  Thriller"
1328,7.6,"Action,  Drama,  Fantasy"
1330,7.1,"Drama,  Fantasy,  Romance,  Sci-Fi"
1332,6.7,"Action,  Crime,  Thriller"
1333,7.0,"Animation,  Comedy,  Family,  Horror,  Sci-Fi"
1334,8.0,"Action,  Adventure,  Sci-Fi,  Thriller"
1335,5.3,"Biography,  Drama,  Romance,  Sport"
1336,4.9,"Action,  Comedy,  Sci-Fi"
1337,6.4,"Comedy,  Sport"
1338,7.4,"Action,  Adventure,  Drama,  History,  War"
1339,6.1,"Comedy,  Romance"
1340,6.5,"Comedy,  Romance"
1341,5.7,Comedy
1342,5.1,"Action,  Adventure,  Comedy,  Family,  Sci-Fi"
1343,6.6,"Action,  Adventure,  Mystery,  Sci-Fi,  Thriller"
1344,6.5,"Action,  Biography,  Drama"
1345,6.9,"Drama,  Romance"
1348,7.6,"Biography,  Drama,  Sport"
1349,5.6,"Crime,  Drama,  Thriller"
1350,6.2,"Comedy,  Crime,  Romance"
1351,4.4,"Action,  Comedy,  Crime"
1352,5.6,"Drama,  Romance"
1353,5.5,"Comedy,  Drama"
1354,6.7,"Mystery,  Thriller"
1355,6.1,"Crime,  Drama,  Mystery,  Thriller"
1356,6.2,"Drama,  Music"
1357,7.3,Drama
1358,6.6,"Adventure,  Drama"
1359,8.2,"Horror,  Mystery,  Sci-Fi"
1360,6.4,"Action,  Sci-Fi,  Thriller"
1361,6.4,"Crime,  Mystery,  Thriller"
1362,5.2,"Action,  Adventure,  Drama,  Thriller,  Western"
1363,6.5,"Adventure,  Family,  Fantasy,  Sci-Fi"
1364,7.1,Drama
1366,7.3,"Biography,  Drama,  Sport"
1367,5.2,"Action,  Adventure,  Sci-Fi,  Thriller"
1368,7.7,"Drama,  Sport"
1369,7.6,"Crime,  Drama,  Thriller"
1370,5.7,"Comedy,  Drama,  Romance"
1371,7.0,"Comedy,  Drama"
1372,6.0,"Adventure,  Comedy,  Family,  Fantasy"
1373,8.1,"Action,  Biography,  Drama,  Sport"
1374,8.0,Drama
1375,5.6,"Action,  Comedy,  Crime"
1376,6.1,"Comedy,  Romance"
1377,6.9,"Drama,  Family"
1378,5.2,"Drama,  Fantasy,  Romance"
1379,7.0,"Crime,  Drama,  Thriller"
1380,6.3,"Action,  Comedy,  Crime,  Thriller"
1381,7.0,"Comedy,  Crime"
1383,6.9,"Action,  Crime,  Drama,  Mystery,  Thriller"
1384,6.2,"Action,  Adventure,  Thriller"
1385,6.4,"Comedy,  Sci-Fi"
1386,6.4,"Drama,  Family"
1387,5.7,"Action,  Adventure,  Crime,  Drama,  Family,  Fantasy,  Romance,  Thriller"
1388,6.1,"Action,  Crime,  Drama,  Thriller"
1389,5.4,"Comedy,  Drama,  Romance"
1390,6.7,"Drama,  History"
1391,6.8,"Drama,  Mystery,  Romance,  Thriller"
1392,6.0,"Drama,  Horror,  Mystery,  Thriller"
1393,7.8,"Drama,  Sci-Fi,  Thriller"
1394,5.3,"Biography,  Comedy,  Romance"
1395,4.5,"Adventure,  Animation,  Comedy,  Family,  Sci-Fi"
1396,5.4,Comedy
1397,7.8,Comedy
1398,7.2,"Action,  Biography,  Drama,  History"
1399,6.6,"Action,  Adventure,  Comedy,  Crime"
1400,7.6,"Action,  Adventure"
1401,5.9,"Biography,  Drama,  War"
1402,6.7,"Action,  Crime,  Thriller"
1403,7.7,"Biography,  Drama,  Sport"
1405,5.4,"Action,  Adventure,  Comedy,  Family,  Sci-Fi"
1406,6.9,"Comedy,  Crime"
1407,7.7,"Adventure,  Drama,  Western"
1408,6.8,"Comedy,  Drama,  Romance"
1409,6.4,"Adventure,  Mystery,  Sci-Fi"
1410,5.7,"Comedy,  Crime"
1411,7.3,"Crime,  Thriller"
1412,6.8,"Crime,  Drama,  Thriller"
1413,6.3,"Comedy,  Romance"
1414,5.9,"Comedy,  Romance"
1415,7.4,"Drama,  Romance,  War"
1416,8.3,"Crime,  Drama,  Mystery,  Thriller"
1417,6.2,"Adventure,  Comedy,  Family,  Sci-Fi"
1418,6.3,Comedy
1419,5.8,"Action,  Horror,  Sci-Fi,  Thriller"
1420,7.5,Horror
1421,6.3,"Horror,  Sci-Fi,  Thriller"
1422,6.4,"Action,  Adventure"
1423,7.2,"Biography,  Drama,  Family,  History,  Sport"
1424,6.3,"Action,  Adventure,  Animation,  Comedy,  Family,  Fantasy,  Sci-Fi"
1425,6.9,"Biography,  Drama,  Sport"
1426,6.6,"Comedy,  Romance"
1427,6.0,Comedy
1428,7.5,"Biography,  Comedy,  Drama,  History,  Music"
1429,7.7,"Biography,  Drama,  History,  Romance"
1430,6.2,Comedy
1431,5.4,"Comedy,  Family"
1432,6.6,"Action,  Adventure,  Fantasy,  Sci-Fi,  Thriller"
1433,5.3,"Comedy,  Romance"
1434,5.6,"Comedy,  Romance,  Sport"
1435,5.9,"Comedy,  Romance"
1436,7.8,"Biography,  Crime,  Drama"
1437,6.7,"Action,  Horror,  Sci-Fi"
1438,7.4,"Fantasy,  Horror"
1439,6.2,"Comedy,  Crime,  Thriller"
1440,5.4,"Action,  Crime,  Drama,  Mystery,  Thriller"
1441,6.7,"Action,  Sci-Fi,  Thriller"
1442,5.3,"Comedy,  Romance"
1443,5.9,"Comedy,  Drama,  Romance"
1445,4.8,"Adventure,  Comedy,  Fantasy"
1447,3.8,"Action,  Adventure,  Comedy,  Thriller"
1448,8.5,"Biography,  Drama,  War"
1449,6.8,"Horror,  Mystery,  Thriller"
1450,6.8,"Drama,  Family,  Fantasy"
1451,5.3,Horror
1452,7.3,"Drama,  Romance"
1453,6.6,"Biography,  Crime,  Drama"
1454,6.2,"Horror,  Mystery"
1455,5.2,"Drama,  Fantasy,  Horror"
1456,6.2,"Action,  Horror,  Sci-Fi"
1457,6.2,"Crime,  Drama,  Thriller"
1458,6.6,"Comedy,  Drama,  Romance,  Sci-Fi"
1460,6.2,"Comedy,  Drama,  Romance"
1461,5.1,"Action,  Crime,  Mystery,  Thriller"
1462,6.6,"Crime,  Drama,  Mystery,  Thriller"
1464,6.1,"Comedy,  Family,  Fantasy"
1465,6.6,"Biography,  Crime,  Drama"
1466,5.9,"Drama,  Mystery,  Sci-Fi,  Thriller"
1467,6.3,"Comedy,  Family,  Fantasy,  Romance"
1468,7.1,"Biography,  Drama,  Sport"
1469,5.0,"Action,  Mystery,  Thriller"
1470,5.6,"Adventure,  Animation,  Comedy,  Family,  War"
1471,7.4,"Comedy,  Drama"
1472,4.5,"Action,  Comedy,  Sci-Fi,  Thriller"
1473,6.2,"Crime,  Drama,  Thriller"
1474,5.0,"Comedy,  Horror"
1475,6.5,"Action,  Crime,  Thriller"
1476,5.1,"Action,  Comedy,  Crime"
1477,6.5,"Adventure,  Drama,  Romance,  War"
1478,6.2,"Action,  Crime,  Romance,  Thriller"
1479,6.3,"Comedy,  Romance,  Sport"
1480,3.8,"Comedy,  Family"
1483,6.2,"Drama,  Thriller,  War"
1484,5.7,"Action,  Drama,  Thriller,  War"
1485,6.7,"Comedy,  Music"
1486,6.8,Drama
1487,6.0,"Action,  Western"
1488,7.3,"Biography,  Drama,  History,  Romance"
1489,5.5,"Action,  Crime,  Mystery,  Thriller"
1490,6.7,"Drama,  Fantasy"
1491,4.8,"Action,  Comedy,  Thriller"
1492,5.7,"Action,  Crime,  Drama,  Thriller"
1493,5.1,"Action,  Mystery,  Thriller"
1494,6.0,"Action,  Crime,  Drama,  Thriller"
1495,4.2,"Action,  Adventure,  Family,  Sci-Fi"
1496,7.4,"Adventure,  Biography,  Drama,  Thriller"
1497,4.6,"Action,  Adventure,  Fantasy"
1498,6.9,"Comedy,  Drama,  Romance"
1500,6.9,Drama
1501,8.0,"Crime,  Drama"
1502,6.4,"Action,  Drama,  Sci-Fi,  Thriller"
1503,6.3,"Crime,  Drama,  Mystery,  Thriller"
1506,6.8,"Drama,  Romance,  War,  Western"
1511,6.8,"Action,  Mystery,  Sci-Fi,  Thriller"
1512,5.4,Comedy
1513,7.2,"Drama,  Romance"
1514,7.3,"Drama,  Sci-Fi"
1515,5.2,"Action,  Adventure,  Comedy,  Drama,  Thriller"
1516,5.5,"Action,  Crime,  Drama,  Thriller"
1517,7.7,"Adventure,  Animation,  Family,  Fantasy"
1518,7.1,"Drama,  Romance"
1519,5.3,"Drama,  Sci-Fi,  Thriller"
1520,5.6,"Adventure,  Drama,  Romance"
1521,5.7,"Comedy,  Romance,  Sport"
1522,7.1,"Biography,  Drama,  History"
1524,7.6,"Drama,  Thriller"
1525,5.5,"Action,  Comedy,  Crime,  Drama,  Thriller"
1526,5.1,"Action,  Comedy,  Crime"
1528,4.9,"Action,  Adventure,  Horror,  Sci-Fi,  Thriller"
1529,6.5,"Drama,  Music,  Romance"
1530,5.6,"Action,  Adventure,  Crime,  Drama,  Thriller"
1531,5.3,"Crime,  Horror,  Mystery,  Thriller"
1532,6.5,"Action,  Crime,  Drama,  Thriller"
1533,6.8,"Drama,  Romance,  Sport"
1534,6.5,"Action,  Crime,  Thriller"
1535,6.0,"Comedy,  Drama,  Romance"
1536,8.4,"Action,  Adventure,  Fantasy,  Sci-Fi"
1537,6.0,"Action,  Sci-Fi,  Thriller"
1538,7.6,"Drama,  Romance"
1540,6.9,"Comedy,  Family,  Fantasy,  Romance"
1541,6.4,"Drama,  Fantasy,  Romance,  Sci-Fi"
1542,5.1,"Adventure,  Comedy,  Family,  Sport"
1543,7.0,"Comedy,  Drama,  Fantasy"
1544,5.7,"Comedy,  Family,  Sport"
1545,6.8,"Comedy,  Romance"
1546,6.7,"Comedy,  Fantasy"
1547,6.2,Horror
1548,7.2,"Biography,  Drama"
1549,6.2,"Action,  Crime,  Thriller"
1550,5.6,Comedy
1551,4.4,"Action,  Comedy,  Crime"
1552,7.5,"Mystery,  Sci-Fi,  Thriller"
1553,7.1,"Adventure,  Biography,  Drama,  Thriller"
1554,6.4,"Mystery,  Thriller"
1555,7.1,"Action,  Adventure,  Drama,  Family"
1557,6.9,"Drama,  Family,  Sport"
1558,7.5,"Crime,  Drama,  Thriller"
1559,6.3,"Action,  Crime,  Thriller"
1560,6.4,"Action,  Thriller,  Western"
1561,5.9,"Comedy,  Romance"
1562,6.8,"Drama,  Thriller"
1563,6.3,"Action,  Crime,  Sci-Fi,  Thriller"
1564,3.6,"Action,  Drama,  Fantasy,  Horror,  Thriller"
1565,5.3,"Comedy,  Family,  Fantasy"
1566,5.9,Comedy
1567,6.9,"Animation,  Comedy,  Family,  Fantasy,  Musical"
1568,6.9,Drama
1569,6.1,"Drama,  Mystery,  Thriller"
1571,8.5,"Drama,  War"
1572,6.3,"Comedy,  Romance"
1573,7.3,"Drama,  Music"
1574,6.3,"Action,  Crime,  Drama,  Mystery,  Sci-Fi,  Thriller"
1575,7.2,"Biography,  Drama,  Romance"
1576,7.3,"Drama,  Thriller"
1577,6.3,"Action,  Adventure,  Sci-Fi,  Thriller"
1578,8.1,"Adventure,  Comedy,  Crime,  Drama"
1579,6.9,"Drama,  Mystery"
1580,6.3,"Comedy,  Fantasy,  Horror,  Thriller"
1581,7.3,"Crime,  Drama,  Mystery,  Sci-Fi,  Thriller"
1582,5.5,"Action,  Comedy,  Fantasy,  Sci-Fi"
1583,6.1,"Adventure,  Comedy"
1584,6.9,"Comedy,  Crime,  Thriller"
1585,7.2,"Comedy,  Crime,  Musical"
1586,6.4,"Comedy,  Drama"
1587,6.4,Comedy
1588,8.3,"Adventure,  Animation,  Comedy,  Family,  Fantasy"
1589,7.2,"Action,  Adventure,  Crime,  Thriller"
1590,6.8,"Drama,  Romance"
1591,6.5,Drama
1592,7.8,"Biography,  Drama,  Sport"
1593,7.6,"Action,  Adventure,  Thriller"
1594,7.2,"Biography,  Drama"
1595,6.7,"Comedy,  Sport"
1596,6.8,"Comedy,  Fantasy"
1597,6.3,"Adventure,  Comedy"
1598,6.2,"Comedy,  Family,  Romance"
1599,6.2,Comedy
1600,8.6,"Crime,  Drama,  Mystery,  Thriller"
1601,8.0,"Action,  Sci-Fi,  Thriller"
1602,7.0,"Adventure,  Animation,  Comedy,  Family,  Fantasy"
1603,8.0,"Crime,  Drama,  Mystery,  Thriller"
1604,8.1,"Drama,  Sport"
1605,6.7,"Comedy,  Crime"
1606,7.9,"Drama,  Romance"
1607,6.1,"Comedy,  Romance"
1608,4.2,"Comedy,  Drama,  Family,  Music,  Romance"
1609,6.1,"Adventure,  Animation,  Comedy,  Family,  Romance"
1610,6.6,"Drama,  Romance"
1611,7.5,"Drama,  Romance,  War,  Western"
1612,7.4,"Drama,  Romance"
1613,7.2,"Comedy,  Drama"
1614,6.9,"Comedy,  Horror,  Romance"
1615,7.4,"Action,  Crime,  Drama,  Sci-Fi,  Thriller"
1616,5.4,"Comedy,  Fantasy"
1617,6.8,"Comedy,  Drama,  Family"
1618,6.3,"Comedy,  Drama,  Romance"
1619,7.2,"Comedy,  Drama,  Romance"
1621,6.9,"Action,  Crime,  Drama,  Mystery,  Thriller"
1622,6.0,"Comedy,  Romance"
1623,5.9,"Drama,  Romance"
1624,5.4,"Comedy,  Romance"
1625,5.9,"Adventure,  Comedy,  Mystery"
1626,6.1,"Comedy,  Fantasy,  Romance"
1627,7.7,"Comedy,  Fantasy,  Romance"
1628,5.8,"Adventure,  Animation,  Comedy,  Family"
1629,7.6,"Biography,  Crime,  Drama"
1630,6.1,"Drama,  Romance"
1631,5.4,"Action,  Adventure,  Sci-Fi,  Thriller"
1632,5.1,"Comedy,  Family,  Fantasy,  Sport"
1633,6.4,"Comedy,  Crime"
1634,6.3,"Action,  Adventure,  Thriller"
1635,7.5,"Animation,  Comedy,  Family,  Mystery,  Sci-Fi"
1636,7.1,"Drama,  Romance"
1638,7.8,"Drama,  Mystery,  Romance,  War"
1639,6.5,"Comedy,  Drama,  Romance"
1640,6.6,"Action,  Crime,  Thriller"
1642,7.4,"Animation,  Drama,  Family,  Fantasy,  Musical,  Romance"
1644,7.6,"Action,  Crime,  Drama,  Mystery,  Thriller"
1645,7.5,"Drama,  Sport"
1646,6.6,"Horror,  Thriller"
1647,7.2,"Drama,  Fantasy,  Romance"
1648,7.6,"Comedy,  Drama,  Family"
1649,6.2,"Drama,  Music,  Romance"
1650,5.6,"Drama,  Romance,  Sport"
1651,7.6,"Comedy,  Drama,  Fantasy,  Romance"
1652,6.6,Horror
1653,7.0,"Fantasy,  Horror,  Mystery,  Thriller"
1654,2.7,Comedy
1655,7.6,"Action,  Comedy,  Crime,  Thriller"
1656,6.6,"Action,  Crime,  Sci-Fi,  Thriller"
1657,6.9,"Comedy,  Horror,  Musical,  Sci-Fi"
1658,6.8,"Action,  Drama,  Thriller"
1660,3.7,"Action,  Adventure,  Fantasy,  Sci-Fi,  Thriller"
1661,6.1,"Comedy,  Drama,  Romance"
1662,5.9,"Drama,  Fantasy,  Horror"
1663,6.7,"Drama,  Music"
1665,6.9,"Crime,  Drama,  Sport"
1666,5.5,"Comedy,  Crime"
1667,7.1,"Action,  Adventure,  Animation,  Drama,  Mystery,  Sci-Fi,  Thriller"
1668,7.1,"Crime,  Drama,  Thriller"
1670,7.3,"Adventure,  Animation,  Comedy,  Family,  Musical"
1671,3.4,Comedy
1672,6.8,"Comedy,  Drama,  Romance"
1673,6.9,"Biography,  Drama,  Music"
1674,7.0,Drama
1675,5.5,"Action,  Crime,  Sci-Fi,  Thriller"
1676,5.1,"Comedy,  Romance,  Sci-Fi"
1677,6.2,"Horror,  Mystery,  Thriller"
1678,5.9,"Adventure,  Drama,  Thriller"
1679,5.2,"Comedy,  Drama,  Romance"
1680,6.2,"Comedy,  Romance"
1681,5.5,"Comedy,  Drama,  Romance,  Sport"
1682,7.4,"Crime,  Drama,  Romance,  Thriller"
1683,4.4,"Action,  Horror,  Sci-Fi,  Thriller"
1684,6.3,"Action,  Crime,  Drama,  Thriller"
1685,6.1,"Action,  Crime,  Thriller"
1686,5.3,"Action,  Adventure,  Crime,  Drama,  Romance"
1687,5.4,"Action,  Comedy,  Horror"
1688,6.7,"Comedy,  Drama,  Romance"
1689,5.9,"Crime,  Drama,  Mystery,  Thriller"
1690,7.3,Drama
1691,5.5,"Comedy,  Crime,  Thriller"
1692,5.8,"Drama,  Horror,  Sci-Fi"
1693,4.6,"Action,  Adventure,  Comedy,  Romance,  Sci-Fi"
1694,6.7,"Crime,  Drama,  Thriller"
1695,5.1,"Adventure,  Horror,  Thriller"
1696,5.6,"Comedy,  Romance"
1697,7.0,"Drama,  Mystery,  Romance,  Thriller"
1698,6.4,"Comedy,  Horror"
1699,6.7,"Biography,  Drama,  History,  Romance"
1700,4.1,"Action,  Adventure,  Sci-Fi"
1701,5.5,"Drama,  Fantasy,  Thriller"
1702,2.7,"Action,  Adventure,  Fantasy,  Sci-Fi,  Thriller"
1703,6.4,"Action,  Crime,  Thriller"
1704,4.8,"Drama,  Horror,  Sci-Fi,  Thriller"
1705,6.1,"Comedy,  Romance"
1706,4.8,"Animation,  Comedy,  Family"
1707,7.0,Drama
1708,6.8,"Adventure,  Fantasy,  Mystery"
1711,5.6,"Crime,  Thriller"
1712,6.1,"Action,  Crime,  Drama,  Thriller"
1713,7.9,"Drama,  History,  War"
1714,8.4,"Crime,  Drama"
1715,6.5,"Action,  Crime,  Drama,  Thriller"
1716,7.1,"Drama,  Romance"
1717,6.6,"Action,  Crime,  Drama,  Romance,  Thriller"
1719,7.0,"Biography,  Drama,  Romance"
1720,5.6,"Action,  Drama,  Fantasy"
1721,4.8,"Action,  Adventure"
1722,7.5,"Biography,  Crime,  Drama,  History,  Western"
1723,6.0,"Action,  Adventure,  Drama,  History,  War"
1726,6.8,"Action,  Biography,  Crime,  Drama"
1734,6.5,"Comedy,  Music"
1735,7.9,"Biography,  Drama,  Music,  Romance"
1737,6.4,"Comedy,  Drama,  Romance"
1738,5.8,"Adventure,  Comedy,  Family,  Fantasy"
1739,7.7,Drama
1741,5.3,"Comedy,  Romance"
1742,5.3,Comedy
1743,7.5,"Biography,  Drama,  History"
1744,6.9,"Comedy,  Drama"
1745,4.9,"Comedy,  Fantasy,  Horror,  Thriller"
