city,ranking,rating,reviews_number,cuisine_style
Madrid,2687.0,4.5,35.0,unknown
Madrid,2694.0,4.0,58.0," Spanish, Mediterranean"
Madrid,2696.0,4.0,64.0,"Lebanese,  Vegetarian Friendly,  Mediterranean"
Madrid,2697.0,4.0,45.0,unknown
Madrid,2699.0,4.0,89.0,"European,  Spanish"
Madrid,2702.0,4.0,14.0," Healthy,  Cafe,  Gastropub, Bar"
Madrid,2713.0,4.5,9.0,"Bar,  Pub,  Cafe,  Mediterranean"
Madrid,2716.0,4.0,29.0,Italian
Madrid,2719.0,4.0,102.0,Spanish
Madrid,2723.0,3.5,149.0," Seafood, Spanish"
Madrid,2734.0,4.5,17.0,unknown
Madrid,2736.0,4.5,15.0,"Japanese,  Sushi"
Madrid,2739.0,5.0,20.0,Spanish
Madrid,2743.0,4.0,56.0,unknown
Madrid,2744.0,4.0,80.0,"Spanish,  Mediterranean"
Madrid,2747.0,4.0,53.0," European,  Spanish, Mediterranean"
Madrid,2752.0,4.0,78.0,Japanese
Madrid,2756.0,4.5,12.0,unknown
Madrid,2759.0,4.0,34.0, Spanish
Madrid,2760.0,4.0,92.0,"Spanish,  Mediterranean"
Madrid,2761.0,3.5,109.0," Asian,  Fusion"
Madrid,2765.0,5.0,11.0,unknown
Madrid,2767.0,3.5,177.0," Eastern European,  European, Russian"
Madrid,2771.0,4.0,58.0," Vegan Options, Pizza"
Madrid,2780.0,4.5,7.0,unknown
Madrid,2781.0,4.5,18.0,unknown
Madrid,2782.0,4.5,30.0," Cafe, Spanish"
Madrid,2785.0,4.0,27.0,unknown
Madrid,2787.0,3.5,64.0,Spanish
Madrid,2791.0,4.0,39.0,Spanish
Madrid,2792.0,3.5,389.0," Vegetarian Friendly, Japanese,  Sushi,  Asian,  Vegan Options,  Gluten Free Options"
Madrid,2796.0,3.5,103.0," Vegetarian Friendly,  Vegan Options, Spanish"
Madrid,2797.0,4.0,67.0," Chinese,  Vegetarian Friendly,  Thai, Asian"
Madrid,2800.0,3.0,519.0,"Italian,  Vegan Options,  European,  Gluten Free Options,  Pizza,  Mediterranean,  Vegetarian Friendly"
Madrid,2809.0,4.5,21.0,Spanish
Madrid,2810.0,4.5,7.0,unknown
Madrid,2811.0,4.0,61.0," Mediterranean, Spanish,  International,  Healthy"
Madrid,2812.0,3.5,200.0," Vegetarian Friendly, Bar,  European,  Diner,  Mediterranean"
Madrid,2813.0,4.5,6.0,unknown
Madrid,2817.0,4.5,17.0," Mediterranean,  Spanish, Italian"
Madrid,2818.0,4.0,31.0,Mexican
Madrid,2819.0,4.0,20.0,Spanish
Madrid,2820.0,4.0,19.0,unknown
Madrid,2823.0,4.0,13.0,unknown
Madrid,2824.0,3.5,154.0," Spanish, Mediterranean,  Vegetarian Friendly,  European"
Madrid,2828.0,4.5,27.0,unknown
Madrid,2833.0,4.5,27.0,Spanish
Madrid,2840.0,4.0,27.0,unknown
Madrid,2845.0,4.5,20.0," Greek, Fast Food"
Madrid,2849.0,4.5,24.0," Mediterranean, Moroccan"
Madrid,2859.0,4.0,28.0,Spanish
Madrid,2860.0,4.5,20.0,unknown
Madrid,2865.0,3.5,74.0," Spanish, Mediterranean"
Madrid,2867.0,4.5,13.0,unknown
Madrid,2868.0,3.5,177.0," Central American, Mexican,  Latin,  Vegan Options,  Vegetarian Friendly,  Gluten Free Options"
Madrid,2869.0,3.5,118.0,Vegetarian Friendly
Madrid,2874.0,3.5,80.0," Spanish, Mediterranean,  Vegetarian Friendly"
Madrid,2876.0,4.0,31.0,unknown
Madrid,2877.0,4.0,14.0,unknown
Madrid,2881.0,4.0,78.0,Mediterranean
Madrid,2882.0,4.5,35.0,"Italian,  Spanish"
Madrid,2884.0,3.5,68.0,"Italian,  Pizza"
Madrid,2890.0,4.5,78.0,unknown
Madrid,2895.0,4.0,99.0," Asian, Chinese"
Madrid,2896.0,4.5,6.0, Thai
Madrid,2899.0,4.0,42.0,unknown
Madrid,2900.0,5.0,4.0,"Pizza,  Fast Food"
Madrid,2901.0,4.5,13.0,unknown
Madrid,2904.0,4.0,43.0,unknown
Madrid,2905.0,4.0,33.0," Pizza, Italian"
Madrid,2908.0,4.5,21.0,Spanish
Madrid,2912.0,4.0,74.0, Spanish
Madrid,2913.0,4.0,23.0,unknown
Madrid,2916.0,4.0,45.0,"Mediterranean,  Spanish"
Madrid,2922.0,4.0,25.0,unknown
Madrid,2923.0,4.0,23.0,"Mediterranean,  Spanish,  European"
Madrid,2926.0,3.5,70.0,Japanese
Madrid,2927.0,4.5,9.0,unknown
Madrid,2929.0,4.0,119.0," Spanish, International,  Mediterranean"
Madrid,2936.0,4.0,26.0,unknown
Madrid,2938.0,4.0,87.0,"Spanish,  Vegetarian Friendly"
Madrid,2942.0,4.0,26.0,Spanish
Madrid,2949.0,4.0,96.0,"Lebanese,  Vegetarian Friendly,  Mediterranean,  Arabic"
Madrid,2951.0,3.5,94.0, Fast Food
Madrid,2955.0,4.0,27.0," Spanish, Mediterranean"
Madrid,2956.0,4.0,32.0,Spanish
Madrid,2957.0,4.0,35.0,"Pub,  Gastropub"
Madrid,2959.0,4.0,88.0,Spanish
Madrid,2968.0,4.5,12.0,unknown
Madrid,2972.0,4.5,22.0," Fast Food, Italian"
Madrid,2975.0,3.5,229.0,unknown
Madrid,2979.0,4.5,15.0,"Spanish,  Russian"
Madrid,2981.0,4.5,11.0,Chinese
Madrid,2983.0,3.5,282.0," Vegetarian Friendly,  Gluten Free Options,  Spanish, Mediterranean,  European"
Madrid,2984.0,3.5,113.0," Vegetarian Friendly, International,  Fast Food,  American"
Madrid,2985.0,4.0,91.0," European,  Spanish, Mediterranean"
Madrid,2988.0,3.5,45.0,unknown
Madrid,2990.0,3.5,148.0,"Chinese,  Vegan Options,  Vegetarian Friendly,  Asian"
Madrid,2991.0,4.5,14.0,Spanish
Madrid,2996.0,4.0,40.0,unknown
Madrid,2998.0,4.0,43.0,unknown
Madrid,3000.0,4.0,17.0,Spanish
Madrid,3002.0,3.5,267.0," Mediterranean, Bar,  European,  Spanish"
Madrid,3003.0,3.5,71.0,"Diner,  Mediterranean,  Spanish,  Bar"
Madrid,3004.0,4.0,83.0," Spanish, Mediterranean,  Contemporary,  Delicatessen"
Madrid,3008.0,3.5,98.0,"Bar,  Mediterranean,  Spanish"
Madrid,3017.0,4.0,14.0," Fast Food,  Spanish, Brew Pub,  Pub"
Madrid,3018.0,4.0,51.0," Spanish, Mediterranean"
Madrid,3020.0,4.5,27.0,European
Madrid,3021.0,3.5,81.0,"Italian,  Mediterranean"
Madrid,3022.0,3.5,44.0,Steakhouse
Madrid,3030.0,3.5,124.0," Vegetarian Friendly, Mediterranean"
Madrid,3035.0,4.0,34.0,Delicatessen
Madrid,3037.0,4.0,91.0,"Mediterranean,  Spanish"
Madrid,3038.0,4.0,17.0,Spanish
Madrid,3040.0,4.5,15.0,unknown
Madrid,3043.0,3.5,35.0,unknown
Madrid,3045.0,4.5,23.0,unknown
Madrid,3051.0,4.0,13.0,Italian
Madrid,3054.0,3.5,311.0,"Mediterranean,  Spanish,  Vegan Options,  Gluten Free Options,  European,  Vegetarian Friendly"
Madrid,3055.0,3.5,189.0,Spanish
Madrid,3056.0,4.5,17.0,unknown
Madrid,3057.0,4.5,8.0,Spanish
Madrid,3058.0,4.0,17.0,unknown
Madrid,3059.0,4.0,25.0,Wine Bar
Madrid,3062.0,4.5,10.0,Mediterranean
Madrid,3063.0,4.0,16.0,unknown
Madrid,3064.0,4.5,17.0,unknown
Madrid,3066.0,4.0,45.0,unknown
Madrid,3075.0,4.0,28.0,unknown
Madrid,3078.0,4.5,7.0," Wine Bar,  Colombian, Italian,  European"
Madrid,3083.0,4.5,27.0," Gastropub, Spanish"
Madrid,3085.0,4.0,28.0,unknown
Madrid,3087.0,4.5,19.0,Fast Food
Madrid,3093.0,3.5,68.0,Spanish
Madrid,3095.0,4.0,11.0,American
Madrid,3099.0,4.5,8.0,"Seafood,  Mediterranean,  Spanish"
Madrid,3100.0,4.0,43.0,Asian
Madrid,3101.0,4.5,10.0," Spanish, Cafe"
Madrid,3104.0,4.0,12.0,Spanish
Madrid,3107.0,5.0,9.0,Healthy
Madrid,3108.0,4.0,68.0,Spanish
Madrid,3109.0,4.5,19.0," Spanish, Mediterranean"
Madrid,3110.0,5.0,13.0, Spanish
Madrid,3114.0,5.0,17.0,unknown
Madrid,3115.0,4.0,28.0,unknown
Madrid,3119.0,4.0,80.0,Spanish
Madrid,3122.0,4.5,8.0,unknown
Madrid,3125.0,4.0,33.0,unknown
Madrid,3129.0,4.5,10.0," Spanish,  Healthy, Mediterranean"
Madrid,3130.0,3.5,78.0," Spanish, Steakhouse"
Madrid,3131.0,4.5,7.0,Fast Food
Madrid,3140.0,3.5,141.0,Steakhouse
Madrid,3142.0,3.5,77.0,"Japanese,  Asian,  Sushi,  Thai"
Madrid,3143.0,3.5,104.0," Vegetarian Friendly,  Asian, Indian"
Madrid,3156.0,4.0,27.0,unknown
Madrid,3158.0,4.0,27.0,unknown
Madrid,3163.0,4.5,9.0,unknown
Madrid,3166.0,4.0,39.0,Steakhouse
Madrid,3172.0,4.0,131.0,Spanish
Madrid,3175.0,5.0,4.0,Spanish
Madrid,3181.0,5.0,3.0,Spanish
Madrid,3182.0,5.0,3.0,Italian
Madrid,3186.0,5.0,3.0,Spanish
Madrid,3187.0,5.0,6.0,unknown
Madrid,3188.0,5.0,3.0," Cafe, Bar,  Spanish,  Fast Food"
Madrid,3189.0,5.0,6.0," Greek,  European,  International, Italian,  Swedish"
Madrid,3191.0,5.0,4.0,Spanish
Madrid,3199.0,5.0,3.0,"Indian,  Bangladeshi,  Asian"
Madrid,3200.0,5.0,7.0,unknown
Madrid,3203.0,5.0,4.0,French
Madrid,3206.0,4.5,10.0," Pub, Bar"
Madrid,3214.0,4.0,7.0,Spanish
Madrid,3218.0,4.0,76.0," Pizza, Italian"
Madrid,3225.0,4.0,30.0,Spanish
Madrid,3227.0,4.0,32.0,European
Madrid,3229.0,4.0,81.0,Japanese
Madrid,3231.0,4.0,29.0,Spanish
Madrid,3237.0,4.0,27.0," Mediterranean,  Spanish, Bar,  Pub"
Madrid,3238.0,4.0,14.0,Spanish
Madrid,3239.0,4.0,37.0,Seafood
Madrid,3240.0,4.5,7.0,unknown
Madrid,3241.0,5.0,13.0,unknown
Madrid,3242.0,4.5,7.0,unknown
Madrid,3244.0,5.0,13.0,unknown
Madrid,3246.0,3.5,85.0,French
Madrid,3247.0,3.5,82.0," European,  Spanish,  Vegetarian Friendly,  Fast Food"
Madrid,3248.0,4.0,82.0,"Italian,  Mediterranean,  European"
Madrid,3252.0,3.5,238.0,"Fast Food,  Spanish"
Madrid,3257.0,4.0,16.0,American
Madrid,3258.0,3.5,92.0," Venezuelan, Fast Food,  American,  South American"
Madrid,3260.0,4.5,20.0,unknown
Madrid,3262.0,4.5,15.0,"Mediterranean,  Vegetarian Friendly"
Madrid,3264.0,3.5,104.0,"Mexican,  Latin,  Fast Food"
Madrid,3268.0,4.0,37.0," Spanish,  Contemporary,  Mediterranean"
Madrid,3274.0,5.0,5.0,unknown
Madrid,3275.0,4.0,21.0," Healthy,  Delicatessen,  Spanish, Mediterranean"
Madrid,3276.0,4.0,28.0,"Italian,  Mediterranean"
Madrid,3281.0,4.0,143.0," American, Italian"
Madrid,3282.0,4.0,43.0,unknown
Madrid,3283.0,4.0,9.0," American, Mexican"
Madrid,3285.0,4.5,8.0,Cafe
Madrid,3287.0,4.5,8.0,"Pizza,  Argentinean"
Madrid,3290.0,4.0,21.0,unknown
Madrid,3293.0,3.5,66.0," Fusion, Mediterranean"
Madrid,3296.0,4.0,31.0,Spanish
Madrid,3297.0,4.5,18.0,unknown
Madrid,3299.0,4.0,62.0,Spanish
Madrid,3301.0,4.0,37.0,Mediterranean
Madrid,3302.0,5.0,9.0,Spanish
Madrid,3304.0,4.0,53.0,"Chinese,  Asian"
Madrid,3308.0,4.0,38.0,unknown
Madrid,3309.0,4.0,25.0,Spanish
Madrid,3310.0,4.5,6.0,Cafe
Madrid,3311.0,3.5,111.0," European, Mediterranean,  Spanish"
Madrid,3314.0,4.5,13.0,unknown
Madrid,3316.0,5.0,7.0,"Healthy,  Vegan Options"
Madrid,3317.0,4.5,15.0,International
Madrid,3321.0,4.0,40.0,unknown
Madrid,3324.0,3.5,32.0," Spanish, Mediterranean"
Madrid,3326.0,3.5,142.0,European
Madrid,3328.0,4.0,32.0,unknown
Madrid,3331.0,3.5,288.0," European,  Mediterranean,  Spanish, Bar,  Vegetarian Friendly"
Madrid,3335.0,4.0,74.0,"Italian,  Mediterranean"
Madrid,3338.0,4.0,33.0,Spanish
Madrid,3339.0,4.0,85.0," Spanish,  Brew Pub, Mediterranean"
Madrid,3340.0,4.0,45.0," Russian,  Ukrainian,  Eastern European, International"
Madrid,3341.0,4.5,18.0,Spanish
Madrid,3343.0,4.0,31.0,unknown
Madrid,3345.0,4.0,44.0,Pizza
Madrid,3346.0,4.5,6.0," Pub, Bar,  Spanish"
Madrid,3348.0,3.5,82.0,unknown
Madrid,3349.0,4.0,17.0," Ecuadorean, South American"
Madrid,3350.0,4.0,19.0," Spanish,  Pub, Bar"
Madrid,3352.0,4.0,22.0,unknown
Madrid,3353.0,3.5,132.0,"Mediterranean,  European,  Spanish"
Madrid,3354.0,4.0,47.0," Mediterranean,  Pub, Spanish,  Bar"
Madrid,3355.0,4.5,13.0,Spanish
Madrid,3357.0,4.0,46.0," Pizza, Italian"
Madrid,3358.0,5.0,9.0,unknown
Madrid,3362.0,3.5,38.0,"Chinese,  Peruvian,  South American"
Madrid,3369.0,3.5,34.0," Mediterranean,  Delicatessen,  Spanish, International"
Madrid,3372.0,4.5,9.0," Healthy,  Gluten Free Options, Mediterranean,  Vegetarian Friendly"
Madrid,3374.0,3.5,404.0,Spanish
Madrid,3375.0,3.5,88.0,Mexican
Madrid,3376.0,4.0,38.0,unknown
Madrid,3390.0,4.0,29.0,unknown
Madrid,3393.0,4.0,33.0,Barbecue
Madrid,3396.0,4.0,16.0,unknown
Madrid,3404.0,4.0,69.0,unknown
Madrid,3406.0,4.0,55.0,Mediterranean
Madrid,3412.0,4.5,13.0,Spanish
Madrid,3413.0,4.0,61.0," Spanish, Mediterranean"
Madrid,3417.0,3.5,116.0,unknown
Madrid,3421.0,3.5,61.0,"Vegetarian Friendly,  Gluten Free Options,  Vegan Options"
Madrid,3424.0,5.0,6.0,Healthy
Madrid,3427.0,4.5,26.0," Contemporary, Spanish"
Madrid,3429.0,4.5,10.0,Japanese
Madrid,3431.0,3.5,78.0,"Bar,  Pub,  Mediterranean,  Spanish,  European,  Grill"
Madrid,3433.0,3.5,45.0," Mediterranean, Pizza,  Italian"
Madrid,3435.0,4.0,118.0,Spanish
Madrid,3444.0,3.5,146.0," Thai,  Asian, Japanese,  Gluten Free Options,  Vegan Options"
Madrid,3446.0,4.5,18.0,Cafe
Madrid,3452.0,4.0,24.0,"Asian,  Chinese"
Madrid,3453.0,3.5,110.0," Spanish,  Contemporary,  Mediterranean, Bar,  European"
Madrid,3456.0,4.0,16.0,unknown
Madrid,3460.0,4.5,5.0,Italian
Madrid,3463.0,4.0,55.0,"Mexican,  Latin"
Madrid,3467.0,5.0,17.0,Mediterranean
Madrid,3475.0,3.5,39.0,Spanish
Madrid,3478.0,3.5,249.0," Mediterranean, Bar,  Spanish"
Madrid,3481.0,4.0,21.0," Vegetarian Friendly, French,  Healthy"
Madrid,3483.0,4.0,17.0,unknown
Madrid,3484.0,4.0,35.0,unknown
Madrid,3494.0,4.0,33.0,Vegetarian Friendly
Madrid,3496.0,4.5,11.0,unknown
Madrid,3499.0,4.5,12.0,unknown
Madrid,3511.0,4.5,8.0,unknown
Madrid,3513.0,4.0,19.0,unknown
Madrid,3514.0,4.0,11.0,unknown
Madrid,3515.0,3.5,24.0," International, French"
Madrid,3516.0,4.0,5.0,unknown
Madrid,3520.0,3.5,23.0,Brazilian
Madrid,3525.0,4.0,14.0," Spanish, Mediterranean"
Madrid,3530.0,3.5,72.0,Spanish
Madrid,3532.0,4.5,7.0,Spanish
Madrid,3533.0,3.5,203.0,American
Madrid,3536.0,4.0,66.0," Spanish, Mediterranean"
Madrid,3538.0,4.0,52.0," Gluten Free Options,  Vegetarian Friendly,  Vegan Options,  Mediterranean,  Spanish, International"
Madrid,3541.0,4.0,68.0," Diner, Spanish"
Madrid,3542.0,4.5,12.0," Diner, Spanish"
Madrid,3547.0,4.5,11.0,Spanish
Madrid,3549.0,3.5,1008.0,"Mediterranean,  European,  Spanish,  Vegetarian Friendly"
Madrid,3550.0,4.5,6.0," Mediterranean,  South American,  Spanish, Brazilian,  Fusion"
Madrid,3552.0,5.0,8.0,Fusion
Madrid,3556.0,4.0,8.0,unknown
Madrid,3557.0,5.0,8.0,Spanish
Madrid,3558.0,4.0,24.0," Vegetarian Friendly, Indian"
Madrid,3560.0,4.0,8.0," Asian, Seafood,  Fusion,  Diner,  International"
Madrid,3561.0,4.0,24.0,unknown
Madrid,3566.0,4.0,27.0,unknown
Madrid,3569.0,4.0,40.0,Italian
Madrid,3570.0,3.5,33.0,Seafood
Madrid,3571.0,4.0,61.0,unknown
Madrid,3572.0,4.5,5.0,Spanish
Madrid,3575.0,3.5,47.0," Spanish, Mediterranean"
Madrid,3577.0,3.5,217.0," Bar, Spanish"
Madrid,3580.0,5.0,4.0,Spanish
Madrid,3581.0,4.0,47.0,Spanish
Madrid,3585.0,4.0,17.0,unknown
Madrid,3586.0,4.0,14.0,unknown
Madrid,3587.0,4.5,7.0,unknown
Madrid,3589.0,3.5,73.0," Mediterranean,  Healthy, American,  Spanish"
Madrid,3593.0,5.0,2.0,Spanish
Madrid,3594.0,5.0,3.0,"Bar,  Pub"
Madrid,3600.0,5.0,2.0,unknown
Madrid,3603.0,5.0,3.0,Japanese
Madrid,3610.0,5.0,2.0,unknown
Madrid,3611.0,5.0,3.0,unknown
Madrid,3618.0,5.0,2.0,unknown
Madrid,3619.0,5.0,3.0,unknown
Madrid,3626.0,5.0,2.0,unknown
Madrid,3627.0,5.0,3.0,unknown
Madrid,3629.0,5.0,2.0,American
Madrid,3634.0,5.0,2.0,unknown
Madrid,3641.0,5.0,3.0," Venezuelan,  South American,  American, Italian,  Spanish"
Madrid,3643.0,5.0,2.0," Diner, Fast Food"
Madrid,3645.0,5.0,2.0,Spanish
Madrid,3652.0,5.0,2.0,unknown
Madrid,3655.0,3.5,86.0," International, Bar,  Spanish,  Contemporary"
Madrid,3659.0,4.5,16.0,unknown
Madrid,3661.0,4.0,33.0," Contemporary,  Vegetarian Friendly, Fast Food,  Street Food,  Healthy,  Vegan Options,  Gluten Free Options"
Madrid,3664.0,4.0,52.0,"International,  Mediterranean,  Vegan Options,  Spanish,  Vegetarian Friendly"
Madrid,3673.0,3.5,135.0," Spanish,  Vegan Options,  European,  Vegetarian Friendly, Mediterranean"
Madrid,3678.0,4.5,3.0," Spanish, Mediterranean"
Madrid,3680.0,4.0,24.0," Spanish, Mediterranean"
Madrid,3681.0,5.0,6.0,Mediterranean
Madrid,3682.0,3.5,46.0,Seafood
Madrid,3683.0,3.5,76.0,"Italian,  Mediterranean"
Madrid,3684.0,5.0,4.0,unknown
Madrid,3688.0,4.0,16.0,unknown
Madrid,3691.0,4.0,18.0,American
Madrid,3693.0,4.0,34.0," Healthy,  Spanish, Mediterranean,  Cafe"
Madrid,3694.0,3.5,116.0," Asian, Chinese,  Vegetarian Friendly,  Vegan Options"
Madrid,3697.0,4.0,22.0,International
Madrid,3698.0,4.0,27.0,unknown
Madrid,3699.0,4.5,7.0,unknown
Madrid,3700.0,4.5,7.0,unknown
Madrid,3704.0,3.5,66.0," Spanish, Mediterranean"
Madrid,3706.0,4.0,34.0,"Argentinean,  South American"
Madrid,3708.0,3.5,89.0," Vegetarian Friendly,  Mediterranean,  Spanish, Bar,  Pub"
Madrid,3711.0,3.5,217.0, Bar
Madrid,3712.0,3.5,52.0,Spanish
Madrid,3715.0,4.5,9.0," Sushi, Japanese"
Madrid,3716.0,4.0,13.0,International
Madrid,3718.0,3.5,40.0," Fusion,  Mediterranean, Spanish"
Madrid,3723.0,4.0,19.0,unknown
Madrid,3727.0,3.5,36.0,unknown
Madrid,3730.0,4.5,28.0,"Vegetarian Friendly,  Vegan Options"
Madrid,3731.0,3.5,92.0,"Italian,  Pizza,  Mediterranean"
Madrid,3734.0,4.0,20.0,Spanish
Madrid,3735.0,4.0,11.0,Italian
Madrid,3745.0,4.0,21.0,unknown
Madrid,3755.0,4.5,6.0,unknown
Madrid,3756.0,4.5,16.0,unknown
Madrid,3758.0,4.0,28.0," Spanish,  Vegetarian Friendly"
Madrid,3764.0,4.0,7.0,"Mediterranean,  Spanish"
Madrid,3768.0,4.5,8.0,Italian
Madrid,3769.0,4.0,21.0," Grill, Spanish"
Madrid,3773.0,4.0,16.0,Spanish
Madrid,3774.0,4.0,33.0,Chinese
Madrid,3784.0,4.0,7.0,Seafood
Madrid,3787.0,4.5,8.0,unknown
Madrid,3788.0,4.5,7.0,Spanish
Madrid,3789.0,4.0,45.0,"Mediterranean,  Spanish"
Madrid,3790.0,3.5,262.0," Fast Food, American"
Madrid,3794.0,4.5,4.0,Spanish
Madrid,3796.0,4.5,8.0,unknown
Madrid,3799.0,4.5,35.0," Spanish, Seafood"
Madrid,3800.0,4.5,12.0,"Bar,  Pub"
Madrid,3802.0,4.0,28.0,"Seafood,  Spanish"
Madrid,3803.0,3.5,51.0,unknown
Madrid,3806.0,4.0,8.0," Central European,  German,  European, American"
Madrid,3807.0,4.0,23.0,Spanish
Madrid,3808.0,3.5,77.0," Spanish, Steakhouse,  Barbecue"
Madrid,3812.0,4.0,8.0,"American,  German,  Central European,  European"
Madrid,3813.0,4.0,23.0,Spanish
Madrid,3814.0,4.5,6.0,unknown
Madrid,3816.0,4.5,9.0,unknown
Madrid,3818.0,4.0,18.0,Turkish
Madrid,3819.0,5.0,16.0," Thai,  South American,  Spanish, Japanese"
Madrid,3820.0,4.5,6.0,"Peruvian,  South American"
Madrid,3821.0,4.0,23.0,French
Madrid,3823.0,4.0,32.0," Spanish,  South American, Steakhouse,  Argentinean"
Madrid,3824.0,4.0,13.0,unknown
Madrid,3831.0,4.0,22.0,unknown
Madrid,3836.0,4.0,19.0," Spanish,  Pub,  Fusion,  Mediterranean, Bar"
Madrid,3839.0,4.5,5.0,unknown
Madrid,3840.0,4.0,9.0,Thai
Madrid,3845.0,4.0,21.0,unknown
Madrid,3848.0,4.0,16.0,Spanish
Madrid,3850.0,3.5,23.0,Spanish
Madrid,3852.0,5.0,4.0,unknown
Madrid,3854.0,5.0,10.0,Spanish
Madrid,3855.0,3.5,92.0," Fast Food, American"
Madrid,3859.0,4.0,11.0,unknown
Madrid,3863.0,4.0,29.0,unknown
Madrid,3866.0,4.5,4.0," Bar,  Pub, Brew Pub,  Fast Food,  Pizza"
Madrid,3867.0,4.5,8.0,unknown
Madrid,3869.0,3.5,147.0," Seafood, Spanish,  Vegetarian Friendly"
Madrid,3870.0,4.0,17.0,"Asian,  Healthy"
Madrid,3871.0,3.5,44.0,"Spanish,  Steakhouse"
Madrid,3872.0,4.0,14.0,"Spanish,  Steakhouse"
Madrid,3877.0,4.0,9.0,unknown
Madrid,3882.0,4.0,5.0,unknown
Madrid,3883.0,4.5,7.0,Cafe
Madrid,3884.0,3.5,139.0,Spanish
Madrid,3886.0,3.5,26.0,"Mediterranean,  International"
Madrid,3888.0,4.5,11.0,Bar
Madrid,3891.0,5.0,5.0,unknown
Madrid,3896.0,4.5,6.0,unknown
Madrid,3897.0,4.5,4.0,unknown
Madrid,3898.0,3.5,26.0,Spanish
Madrid,3902.0,3.5,55.0,Spanish
Madrid,3905.0,4.0,24.0,Spanish
Madrid,3908.0,3.5,14.0,unknown
Madrid,3913.0,4.5,7.0,unknown
Madrid,3914.0,4.0,14.0,unknown
Madrid,3916.0,3.5,34.0,Vegetarian Friendly
Madrid,3917.0,3.5,111.0," European,  Spanish, Mediterranean,  Vegetarian Friendly"
Madrid,3918.0,3.5,99.0," European, American,  International,  Barbecue"
Madrid,3919.0,4.5,21.0,unknown
Madrid,3924.0,4.5,3.0,Chinese
Madrid,3927.0,4.0,41.0,unknown
Madrid,3929.0,4.0,12.0,unknown
Madrid,3930.0,4.5,3.0,Cafe
Madrid,3933.0,4.5,3.0," Wine Bar, Spanish"
Madrid,3936.0,4.0,14.0,unknown
Madrid,3938.0,3.5,55.0,"Japanese,  Asian"
Madrid,3939.0,3.5,44.0," Pizza, Italian"
Madrid,3942.0,4.0,52.0," Pub,  Seafood,  Spanish,  Cafe, Bar,  Mediterranean"
Madrid,3943.0,4.5,4.0,unknown
Madrid,3944.0,4.5,11.0,Middle Eastern
Madrid,3945.0,4.0,10.0,unknown
Madrid,3951.0,4.0,16.0,Spanish
Madrid,3953.0,4.0,13.0,Contemporary
Madrid,3955.0,3.5,39.0,unknown
Madrid,3963.0,3.5,161.0," Spanish, Mediterranean"
Madrid,3966.0,4.0,11.0,"American,  Spanish"
Madrid,3969.0,3.5,61.0," Spanish,  Asian, American"
Madrid,3971.0,4.5,3.0,Street Food
Madrid,3973.0,4.0,17.0,unknown
Madrid,3977.0,4.5,4.0,Japanese
Madrid,3980.0,5.0,2.0,unknown
Madrid,3985.0,5.0,NaN," South American,  Argentinean, Pizza"
Madrid,3990.0,5.0,2.0,unknown
Madrid,3991.0,5.0,2.0,Spanish
Madrid,3992.0,5.0,NaN," Wine Bar, French,  Spanish"
Madrid,3995.0,5.0,2.0,unknown
Madrid,3998.0,5.0,NaN,unknown
Madrid,4000.0,5.0,NaN,Mediterranean
Madrid,4002.0,5.0,NaN,Spanish
Madrid,4003.0,5.0,NaN,Italian
Madrid,4006.0,5.0,NaN,unknown
Madrid,4007.0,5.0,NaN,Italian
Madrid,4010.0,5.0,NaN,unknown
Madrid,4013.0,4.0,2.0,unknown
Madrid,4014.0,5.0,NaN,unknown
Madrid,4017.0,5.0,2.0,unknown
Madrid,4018.0,5.0,NaN,Italian
Madrid,4024.0,5.0,2.0,unknown
Madrid,4031.0,5.0,4.0,unknown
Madrid,4038.0,5.0,NaN," Armenian, Italian,  Spanish,  Eastern European,  Latin"
Madrid,4041.0,5.0,2.0,Spanish
Madrid,4046.0,5.0,3.0,unknown
Madrid,4047.0,5.0,NaN,unknown
Madrid,4048.0,5.0,NaN,unknown
Madrid,4055.0,5.0,NaN,unknown
Madrid,4058.0,5.0,NaN,Mexican
Madrid,4059.0,5.0,NaN,unknown
Madrid,4060.0,5.0,NaN,Pub
Madrid,4061.0,5.0,NaN,Pizza
Madrid,4062.0,5.0,6.0,unknown
Madrid,4063.0,5.0,NaN,unknown
Madrid,4064.0,5.0,NaN,unknown
Madrid,4075.0,5.0,NaN,"Steakhouse,  Peruvian"
Madrid,4078.0,5.0,NaN,unknown
Madrid,4086.0,5.0,NaN,unknown
Madrid,4088.0,4.5,3.0,unknown
Madrid,4091.0,5.0,NaN,unknown
Madrid,4092.0,5.0,NaN,unknown
Madrid,4093.0,5.0,NaN,unknown
Madrid,4095.0,5.0,2.0,Mediterranean
Madrid,4096.0,5.0,3.0,unknown
Madrid,4100.0,5.0,2.0,unknown
Madrid,4101.0,5.0,2.0,unknown
Madrid,4102.0,5.0,NaN,unknown
Madrid,4103.0,5.0,NaN,unknown
Madrid,4105.0,5.0,NaN,Contemporary
Madrid,4108.0,5.0,2.0,Spanish
Madrid,4109.0,5.0,NaN,Spanish
Madrid,4112.0,5.0,2.0,Spanish
Madrid,4113.0,4.5,3.0,unknown
Madrid,4118.0,5.0,NaN,unknown
Madrid,4121.0,5.0,4.0,Spanish
Madrid,4122.0,5.0,2.0,unknown
